Date,Total Balance,Cash Balance,Account Balance,Amount,Payment Method,Shop/Person,Location,Description,Category,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Start Date,End Date,Hours,Net Pay,Payslip,Unnamed: 19,Start Date.1,End Date.1,Rent,Paid/ Unpaid
26-Aug-2024,4478.71,120,4358.71,-65.0,Card,Sports Store,Central Sports Stores,Black Shoes,Clothes,,Account Balance,2317.96,,29-Aug-2024,4-Sep-2024,5.5,37.55,Payslip 2410 (06-09-2024).pdf,,1-Sep-2024,7-Sep-2024,60.0,Paid
27-Aug-2024,7478.71,120,7358.71,3000.0,Cheque,Dadsie,Knockskehy,,Dadsie,,Cash Balance,1850.0,,5-Sep-2024,11-Sep-2024,20.5,339.24,Payslip 2410 (13-09-2024).pdf,,8-Sep-2024,14-Sep-2024,60.0,Paid
27-Aug-2024,7457.16,120,7337.16,-21.55,Card,Supervalu,O'Keeffe's SuperValu Newmarket,Food,Food,,Total Balance,4167.96,,12-Sep-2024,18-Sep-2024,13.5,193.39,Payslip 2410 (20-09-2024).pdf,,15-Sep-2024,21-Sep-2024,60.0,Paid
30-Aug-2024,7553.16,120,7433.16,96.0,Bank Transfer,Old Oak,Old Oak,Wages,Income,,,,,19-Sep-2024,25-Sep-2024,7.5,113.27,Payslip 2410 (27-09-2024).pdf,,22-Sep-2024,28-Sep-2024,60.0,Paid
30-Aug-2024,7509.16,120,7389.16,-44.0,Card,Pennys,Penneys,2 cargo pants,Clothes,,Unpaid Rent,1520.0,,26-Sep-2024,2-Oct-2024,7.5,112.94,Payslip 2410 (04-10-2024).pdf,,29-Sep-2024,5-Oct-2024,60.0,Paid
30-Aug-2024,7488.71,120,7368.71,-20.45,Card,Dinos,Dinos,Takeaway,Impulsive Food,,,,,3-Oct-2024,9-Oct-2024,11.5,165.39,Payslip 2410 (11-10-2024).pdf,,6-Oct-2024,12-Oct-2024,60.0,Paid
30-Aug-2024,7364.75,120,7244.75,-123.96,Card,Amazon,,"Toothbrush, tongue scraper, bouner gear",Personal,,Michaels Owes,0.0,,10-Oct-2024,16-Oct-2024,12.0,182.77,Payslip 2410 (18-10-2024).pdf,,13-Oct-2024,19-Oct-2024,60.0,Paid
2-Sep-2024,7343.15,120,7223.15,-21.6,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,Denis Owes,0.0,,17-Oct-2024,23-Oct-2024,15.0,236.67,Payslip 2410 (25-10-2024).pdf,,20-Oct-2024,26-Oct-2024,60.0,Paid
9-Sep-2024,7335.8,120,7215.8,-7.35,Card,Tesco,Tesco Superstore,Food,Food,,Alexia Owes,0.0,,24-Oct-2024,30-Oct-2024,20.0,339.67,Payslip 2410 (01-11-2024).pdf,,27-Oct-2024,2-Nov-2024,60.0,Paid
9-Sep-2024,6775.8,120,6655.8,-560.0,Card,Mick Murphy,Mick Murphy Menswear,"4 shirts, jeans, shoes",Clothes,,,,,31-Oct-2024,6-Nov-2024,7.5,226.82,Payslip 2410 (08-11-2024).pdf,,3-Nov-2024,9-Nov-2024,60.0,Paid
9-Sep-2024,6740.8,120,6620.8,-35.0,Bank Transfer,FlyeFit,FLYEfit,Denis membership,Denis,,,,,7-Nov-2024,13-Nov-2024,8.0,117.16,Payslip 2410 (15-11-2024).pdf,,10-Nov-2024,16-Nov-2024,60.0,Paid
9-Sep-2024,6778.35,120,6658.35,37.55,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,14-Nov-2024,20-Nov-2024,8.0,126.53,Payslip 2410 (22-11-2024).pdf,,17-Nov-2024,23-Nov-2024,60.0,Paid
9-Sep-2024,6774.17,120,6654.17,-4.18,Card,Tesco,Tesco Superstore,Food,Food,,,,,21-Nov-2024,27-Nov-2024,14.0,211.99,Payslip 2410 (29-11-2024).pdf,,24-Nov-2024,30-Nov-2024,60.0,Paid
9-Sep-2024,6430.17,120,6310.17,-344.0,Card,FlyeFit,FLYEfit,1 year membership,Personal,,,,,28-Nov-2024,4-Dec-2024,4.0,64.83,Payslip 2410 (06-12-2024).pdf,,1-Dec-2024,7-Dec-2024,60.0,Paid
9-Sep-2024,6365.17,120,6245.17,-65.0,Card,Mick Murphy,Mick Murphy Menswear,Waist coat,Clothes,,,,,5-Dec-2024,11-Dec-2024,4.0,65.61,Payslip 2410 (13-12-2024).pdf,,8-Dec-2024,14-Dec-2024,60.0,Paid
9-Sep-2024,6356.92,120,6236.92,-8.25,Card,Centra,Herlihy's Centra,Water + cashback,Impulsive Food,,,,,12-Dec-2024,18-Dec-2024,9.5,143.41,Payslip 2410 (20-12-2024).pdf,,15-Dec-2024,21-Dec-2024,60.0,Paid
9-Sep-2024,5836.92,120,5716.92,-520.0,Card,Philpotts,Philpott's Tyre Centre,Changed tyres,Car Maintenance,,,,,19-Dec-2024,25-Dec-2024,14.0,244.06,Payslip 2410 (27-12-2024).pdf,,22-Dec-2024,28-Dec-2024,60.0,Paid
9-Sep-2024,5831.92,120,5711.92,-5.0,Card,FoneFix,Kanturk,2 pin to 3 pin convertor,Personal,,,,,26-Dec-2024,1-Jan-2025,14.0,249.12,Payslip 2410 (03-01-2025).pdf,,29-Dec-2024,4-Jan-2025,60.0,Paid
9-Sep-2024,5827.42,120,5707.42,-4.5,Card,Supervalu,Twohig's SuperValu Kanturk,Food,Food,,,,,2-Jan-2025,8-Jan-2025,5.0,161.51,Payslip 2410 (10-01-2025).pdf,,5-Jan-2025,11-Jan-2025,60.0,Paid
9-Sep-2024,5752.42,120,5632.42,-75.0,Card,FoneFix,Kanturk,100w charger,Personal,,,,,9-Jan-2025,15-Jan-2025,12.0,181.51,Payslip 2410 (17-01-2025).pdf,,12-Jan-2025,18-Jan-2025,60.0,Paid
9-Sep-2024,5699.92,120,5579.92,-52.5,Card,Burtons,Burtons Topline,Sheila's staple gun,Sheila,,,,,16-Jan-2025,22-Jan-2025,13.5,201.52,Payslip 2410 (24-01-2025).pdf,,19-Jan-2025,25-Jan-2025,60.0,Paid
9-Sep-2024,5635.86,120,5515.86,-64.06,Card,Lidl,Lidl Kanturk,Food,Food,,,,,23-Jan-2025,29-Jan-2025,8.5,128.88,Payslip 2410 (31-01-2025).pdf,,26-Jan-2025,1-Feb-2025,60.0,Paid
9-Sep-2024,5623.86,120,5503.86,-12.0,Card,FlyeFit,FLYEfit,2 locks,Personal,,,,,30-Jan-2025,5-Feb-2025,17.0,287.71,Payslip 2410 (07-02-2025).pdf,,2-Feb-2025,8-Feb-2025,60.0,Paid
9-Sep-2024,5590.86,120,5470.86,-33.0,Card,Life Style Sports,Life Style Sports,Gym bag,Clothes,,,,,6-Feb-2025,12-Feb-2025,8.5,132.47,Payslip 2410 (14-02-2025).pdf,,9-Feb-2025,15-Feb-2025,60.0,Paid
9-Sep-2024,5555.86,120,5435.86,-35.0,Card,Fone Connection,Fone Connection Cork,Airpods,Personal,,,,,13-Feb-2025,19-Feb-2025,23.5,349.17,Payslip 2410 (21-02-2025).pdf,,16-Feb-2025,22-Feb-2025,60.0,Paid
9-Sep-2024,5525.86,120,5405.86,-30.0,Card,Pennys,Penneys,"Socks, jocks and towel",Clothes,,,,,20-Feb-2025,26-Feb-2025,14.0,212.15,Payslip 2410 (28-02-2025).pdf,,23-Feb-2025,1-Mar-2025,60.0,Paid
9-Sep-2024,5503.0,120,5383.0,-22.86,Card,Dunnes Stores,Dunnes Stores,Food,Food,,,,,27-Feb-2025,5-Mar-2025,4.5,67.17,Payslip 2410 (07-03-2025).pdf,,2-Mar-2025,8-Mar-2025,60.0,Paid
9-Sep-2024,5431.0,120,5311.0,-72.0,Card,Dunnes Stores,Dunnes Stores,"Duvet, pillow and bed clothes",Household,,,,,6-Mar-2025,12-Mar-2025,8.5,131.22,Payslip 2410 (14-03-2025).pdf,,9-Mar-2025,15-Mar-2025,60.0,Paid
9-Sep-2024,5409.4,120,5289.4,-21.6,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,,,,13-Mar-2025,19-Mar-2025,22.0,352.91,Payslip 2410 (21-03-2025).pdf,,16-Mar-2025,22-Mar-2025,60.0,Paid
9-Sep-2024,5403.25,120,5283.25,-6.15,Card,Centra,Centra,Roll,Impulsive Food,,,,,20-Mar-2025,26-Mar-2025,16.0,233.04,Payslip 2410 (28-03-2025).pdf,,23-Mar-2025,29-Mar-2025,60.0,Paid
9-Sep-2024,5398.25,120,5278.25,-5.0,Card,BarberHood,BARBERHOOD,Haircut,Personal,,,,,27-Mar-2025,2-Apr-2025,8.0,126.23,Payslip 2410 (04-04-2025).pdf,,30-Mar-2025,5-Apr-2025,60.0,Paid
9-Sep-2024,5396.25,120,5276.25,-2.0,Card,Istanbul Kebab,Istanbul Kebab Cork City,Water,Impulsive Food,,,,,3-Apr-2025,9-Apr-2025,7.5,119.82,Payslip 2410 (11-04-2025).pdf,,6-Apr-2025,12-Apr-2025,60.0,Paid
9-Sep-2024,5116.25,120,4996.25,-280.0,Card,Motor Tax,,Car tax,Car Maintenance,,,,,10-Apr-2025,16-Apr-2025,4.0,62.95,Payslip 2410 (18-04-2025).pdf,,13-Apr-2025,19-Apr-2025,60.0,Paid
9-Sep-2024,5109.3,120,4989.3,-6.95,Card,Tesco,Tesco Superstore,Food,Food,,,,,17-Apr-2025,23-Apr-2025,20.5,537.3,Payslip 2410 (25-04-2025).pdf,,20-Apr-2025,26-Apr-2025,60.0,Paid
10-Sep-2024,5073.3,120,4953.3,-36.0,Card,Pennys,Penneys,4 t-shirts,Clothes,,,,,24-Apr-2025,30-Apr-2025,8.0,124.51,Payslip 2410 (02-05-2025).pdf,,27-Apr-2025,3-May-2025,60.0,Paid
10-Sep-2024,5065.93,120,4945.93,-7.37,Card,Chemist Warehouse,Chemist Warehouse Cornmarket,Shampoo + deodorant,Personal,,,,,1-May-2025,7-May-2025,15.5,284.1,Payslip 2410 (09-05-2025).pdf,,4-May-2025,10-May-2025,60.0,Paid
10-Sep-2024,5016.74,120,4896.74,-49.19,Card,Dunnes Stores,Kanturk,Cleaning equipment + food,Household,,,,,8-May-2025,14-May-2025,7.75,121.85,Payslip 2410 (16-05-2025).pdf,,11-May-2025,17-May-2025,60.0,Paid
11-Sep-2024,4887.74,120,4767.74,-129.0,Card,Select,select,Apple airpods,Personal,,,,,15-May-2025,21-May-2025,12.0,179.18,Payslip 2410 (23-05-2025).pdf,,18-May-2025,24-May-2025,60.0,Paid
11-Sep-2024,4881.34,120,4761.34,-6.4,Card,Centra,Centra,Pipeline punch + flavoured water,Impulsive Food,,,,,22-May-2025,28-May-2025,9.0,138.72,Payslip 2410 (30-05-2025).pdf,,25-May-2025,31-May-2025,60.0,Paid
12-Sep-2024,4879.34,120,4759.34,-2.0,Card,Istanbul Kebab,Istanbul Kebab Cork City,Coke,Impulsive Food,,,,,29-May-2025,4-Jun-2025,15.5,375.23,Payslip 2410 (06-06-2025).pdf,,1-Jun-2025,7-Jun-2025,60.0,Paid
11-Sep-2024,4605.84,120,4485.84,-273.5,Card,Dunnes Stores,Dunnes Stores,Kitchen Stuff,Household,,,,,26-Jun-2025,2-Jul-2025,17.5,311.88,Payslip 2410 (04-07-2025).pdf,,8-Jun-2025,14-Jun-2025,60.0,Paid
11-Sep-2024,4486.96,120,4366.96,-118.88,Card,Dunnes Stores,Dunnes Stores,"Food, usb cable, steam iron",Food,,,,,3-Jul-2025,9-Jul-2025,15.75,294.03,Payslip 2410 (11-07-2025).pdf,,15-Jun-2025,21-Jun-2025,60.0,Paid
13-Sep-2024,4419.72,120,4299.72,-67.24,Card,Woodies,Woodie's,"Clothes baskets, shower mat, ice cube tray",Household,,,,,10-Jul-2025,16-Jul-2025,18.75,354.04,Payslip 2410 (18-07-2025).pdf,,22-Jun-2025,28-Jun-2025,60.0,Paid
13-Sep-2024,4336.74,120,4216.74,-82.98,Card,Boots,Boots,Gillete shaver,Personal,,,,,17-Jul-2025,23-Jul-2025,24.0,402.08,Payslip 2410 (25-07-2025).pdf,,29-Jun-2025,5-Jul-2025,60.0,Paid
13-Sep-2024,4675.98,120,4555.98,339.24,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,24-Jul-2025,30-Jul-2025,19.0,335.65,Payslip 2410 (01-08-2025).pdf,,6-Jul-2025,12-Jul-2025,60.0,Paid
12-Sep-2024,4663.98,120,4543.98,-12.0,Card,Vitiman Shop,Vitamin Shop Cork,Lifting straps,Personal,,,,,31-Jul-2025,6-Aug-2025,18.5,349.19,Payslip 2410 (08-08-2025).pdf,,13-Jul-2025,19-Jul-2025,60.0,Paid
15-Sep-2024,4647.16,120,4527.16,-16.82,Card,Lidl,Lidl Kanturk,Food,Food Non-Personal,,,,,7-Aug-2025,13-Aug-2025,15.0,275.61,Payslip 2410 (15-08-2025).pdf,,20-Jul-2025,26-Jul-2025,60.0,Paid
15-Sep-2024,4561.45,120,4441.45,-85.71,Card,Circle K,Circle K Polefield,"Petrol, brownies, mars icecream",Petrol,,,,,14-Aug-2025,20-Aug-2025,18.5,338.87,Payslip 2410 (22-08-2025).pdf,,27-Jul-2025,2-Aug-2025,60.0,Paid
16-Sep-2024,4558.91,120,4438.91,-2.54,Card,Spar,Spar,Flavoured water,Impulsive Food,,,,,21-Aug-2025,27-Aug-2025,19.5,342.14,Payslip 2410 (29-08-2025).pdf,,3-Aug-2025,9-Aug-2025,60.0,Paid
16-Sep-2024,4557.53,120,4437.53,-1.38,Card,Chemist Warehouse,Chemist Warehouse Cornmarket,2 loofas,Personal,,,,,28-Aug-2025,3-Sep-2025,9.0,150.2,Payslip 2410 (05-09-2025).pdf,,10-Aug-2025,16-Aug-2025,60.0,Paid
16-Sep-2024,4531.21,120,4411.21,-26.32,Card,Tesco,Tesco Superstore,Food,Food,,,,,4-Sep-2025,10-Sep-2025,23.0,435.38,Payslip 2410 (12-09-2025).pdf,,17-Aug-2025,23-Aug-2025,60.0,Paid
18-Sep-2024,4509.28,120,4389.28,-21.93,Card,Tesco,Tesco Superstore,Food,Food,,,,,11-Sep-2025,17-Sep-2025,16.75,311.16,Payslip 2410 (19-09-2025).pdf,,24-Aug-2025,30-Aug-2025,60.0,Paid
19-Sep-2024,4506.78,120,4386.78,-2.5,Card,Centra,Centra,Jelly worms,Impulsive Food,,,,,18-Sep-2025,24-Sep-2025,11.75,218.01,Payslip 2410 (26-09-2025).pdf,,31-Aug-2025,6-Sep-2025,60.0,Paid
20-Sep-2024,4700.17,120,4580.17,193.39,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,25-Sep-2025,1-Oct-2025,15.75,292.38,Payslip 2410 (03-10-2025).pdf,,7-Sep-2025,13-Sep-2025,60.0,Paid
20-Sep-2024,4551.3,120,4431.3,-148.87,Card,Temu,,Denis's hex lights,Denis,,,,,2-Oct-2025,8-Oct-2025,15.25,276.33,Payslip 2410 (10-10-2025).pdf,,14-Sep-2025,20-Sep-2025,60.0,Paid
20-Sep-2024,4527.42,120,4407.42,-23.88,Card,Tesco,Tesco Superstore,Food,Food,,,,,9-Oct-2025,15-Oct-2025,15.75,285.64,Payslip 2410 (17-10-2025).pdf,,21-Sep-2025,27-Sep-2025,80.0,Paid
22-Sep-2024,4516.62,120,4396.62,-10.8,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,,,,16-Oct-2025,22-Oct-2025,19.75,351.74,Payslip 2410 (24-10-2025).pdf,,28-Sep-2025,4-Oct-2025,80.0,Paid
22-Sep-2024,4511.42,120,4391.42,-5.2,Card,Circle K,Circle K Polefield,"Monster, bounty bar",Impulsive Food,,,,,23-Oct-2025,29-Oct-2025,30.5,595.79,Payslip 2410 (31-10-2025).pdf,,5-Oct-2025,11-Oct-2025,80.0,Paid
23-Sep-2024,4448.03,120,4328.03,-63.39,Card,Dunnes Stores,Dunnes Stores,Food,Food,,,,,30-Oct-2025,5-Nov-2025,23.5,414.69,Payslip 2410 (07-11-2025).pdf,,12-Oct-2025,18-Oct-2025,80.0,Paid
23-Sep-2024,4430.17,120,4310.17,-17.86,Card,Dunnes Stores,Dunnes Stores,"Piri Piri, floss",Food,,,,,6-Nov-2025,12-Nov-2025,15.5,252.64,Payslip 2410 (14-11-2025).pdf,,19-Oct-2025,25-Oct-2025,80.0,Paid
23-Sep-2024,4420.92,120,4300.92,-9.25,Card,Centra,Centra,"Roll, flavoured water",Impulsive Food,,,,,13-Nov-2025,19-Nov-2025,11.5,216.37,Payslip 2410 (21-11-2025).pdf,,26-Oct-2025,1-Nov-2025,80.0,Paid
24-Sep-2024,4370.92,120,4250.92,-50.0,Card,Pre Pay Power,,Denis electricity apartment,Denis,,,,,20-Nov-2025,26-Nov-2025,21.5,450.97,Payslip 2410 (28-11-2025).pdf,,2-Nov-2025,8-Nov-2025,80.0,Paid
24-Sep-2024,4285.92,120,4165.92,-85.0,Card,Driving Test,,Denis driving test booking,Denis,,,,,27-Nov-2025,3-Dec-2025,15.0,361.5,Payslip 2410 (05-12-2025).pdf,,9-Nov-2025,15-Nov-2025,80.0,Paid
24-Sep-2024,4223.96,120,4103.96,-61.96,Card,Temu,,"Denis's lights, atlas, clock, t-shirt",Denis,,,,,4-Dec-2025,10-Dec-2025,15.0,360.8,Payslip 2410 (12-12-2025).pdf,,16-Nov-2025,22-Nov-2025,80.0,Paid
25-Sep-2024,4221.46,120,4101.46,-2.5,Card,Centra,Centra,Sweets,Impulsive Food,,,,,11-Dec-2025,17-Dec-2025,21.25,458.48,Payslip 2410 (19-12-2025).pdf,,23-Nov-2025,29-Nov-2025,80.0,Paid
25-Sep-2024,4206.96,120,4086.96,-14.5,Card,Tesco,Tesco Superstore,"Chicken, dunkers",Food,,,,,18-Dec-2025,24-Dec-2025,24.5,561.76,Payslip 2410 (26-12-2025).pdf,,30-Nov-2025,6-Dec-2025,80.0,Paid
26-Sep-2024,4203.06,120,4083.06,-3.9,Card,Supervalu,O'Keeffe's SuperValu Newmarket,"Sweets, timeouts",Impulsive Food,,,,,25-Dec-2025,31-Dec-2025,22.25,520.84,Payslip 2410 (02-01-2026).pdf,,7-Dec-2025,13-Dec-2025,80.0,Paid
26-Sep-2024,4199.06,120,4079.06,-4.0,Card,Supervalu,O'Keeffe's SuperValu Newmarket,Roll,Impulsive Food,,,,,1-Jan-2026,7-Jan-2026,9.5,303.51,Payslip 2410 (09-01-2026).pdf,,14-Dec-2025,20-Dec-2025,80.0,Paid
27-Sep-2024,4167.12,120,4047.12,-31.94,Card,Lidl,Lidl,"Chicken, peppers, mushrooms",Food,,,,,8-Jan-2026,14-Jan-2026,22.0,369.41,Payslip 2410 (16-01-2026).pdf,,21-Dec-2025,27-Dec-2025,80.0,Paid
27-Sep-2024,4280.39,120,4160.39,113.27,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,15-Jan-2026,21-Jan-2026,14.0,311.62,Payslip 2410 (23-01-2026).pdf,,28-Dec-2025,3-Jan-2026,80.0,Paid
27-Sep-2024,4258.39,120,4138.39,-22.0,Card,Pennys,Penneys,snuddie,Clothes,,,,,22-Jan-2026,28-Jan-2026,16.5,300.82,Payslip 2410 (30-01-2026).pdf,,4-Jan-2026,10-Jan-2026,80.0,Paid
28-Sep-2024,4238.44,120,4118.44,-19.95,Card,Live Career,,CV,Personal Development,,,,,29-Jan-2026,4-Feb-2026,19.75,399.34,Payslip 2410 (06-02-2026).pdf,,11-Jan-2026,17-Jan-2026,80.0,Paid
28-Sep-2024,4217.47,120,4097.47,-20.97,Card,Chemist Warehouse,Chemist Warehouse Cornmarket,"Shampoo, body wash, razer",Personal,,,,,5-Feb-2026,11-Feb-2026,20.5,355.59,Payslip 2410 (13-02-2026).pdf,,18-Jan-2026,24-Jan-2026,80.0,Paid
28-Sep-2024,4209.67,120,4089.67,-7.8,Card,Lidl,Lidl,Food,Food,,,,,12-Feb-2026,18-Feb-2026,28.75,392.02,Payslip 2410 (20-02-2026).pdf,,25-Jan-2026,31-Jan-2026,80.0,Paid
30-Sep-2024,4179.98,120,4059.98,-29.69,Card,Lidl,Lidl,Food,Food,,,,,19-Feb-2026,25-Feb-2026,14.0,252.96,Payslip 2410 (27-02-2026).pdf,,1-Feb-2026,7-Feb-2026,80.0,Paid
30-Sep-2024,4175.5,120,4055.5,-4.48,Card,Tesco,Tesco Superstore,"Sheila's strawberry's, Toms peanut butter",Impulsive Food,,,,,26-Feb-2026,4-Mar-2026,15.0,257.8,Payslip 2410 (06-03-2026).pdf,,8-Feb-2026,14-Feb-2026,80.0,Paid
1-Oct-2024,4140.5,120,4020.5,-35.0,Bank Transfer,FlyeFit,FLYEfit,Denis's membership,Denis,,,,,5-Mar-2026,11-Mar-2026,11.5,208.63,Payslip 2410 (13-03-2026).pdf,,15-Feb-2026,21-Feb-2026,80.0,Paid
1-Oct-2024,4137.51,120,4017.51,-2.99,Card,Lidl,Lidl,Food,Impulsive Food,,,,,12-Mar-2026,18-Mar-2026,29.75,576.37,Payslip 2410 (20-03-2026).pdf,,22-Feb-2026,28-Feb-2026,80.0,Paid
2-Oct-2024,4128.48,120,4008.48,-9.03,Card,Tesco,Tesco Superstore,Food,Food,,,,,19-Mar-2026,25-Mar-2026,17.0,332.14,,,1-Mar-2026,7-Mar-2026,80.0,Paid
3-Oct-2024,3895.76,120,3775.76,-232.72,Card,Amazon,,"Prada L'omme EDT, Jean Paul Gaultier ultra male EDT",Personal,,,,,26-Mar-2026,1-Apr-2026,12.0,228.89,,,8-Mar-2026,14-Mar-2026,80.0,Paid
4-Oct-2024,4008.7,120,3888.7,112.94,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,2-Apr-2026,8-Apr-2026,21.0,,,,15-Mar-2026,21-Mar-2026,80.0,Paid
4-Oct-2024,3997.9,120,3877.9,-10.8,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,,,,,,,,,,22-Mar-2026,28-Mar-2026,80.0,Paid
4-Oct-2024,4097.9,220,3877.9,100.0,Cash,Dadise,,Cleaned Quinlanns house,Dadsie,,,,,,,,,,,29-Mar-2026,4-Apr-2026,80.0,Paid
5-Oct-2024,4077.91,220,3857.91,-19.99,Card,TK Maxx,TK Maxx,Black hat,Clothes,,,,,,,,,,,5-Apr-2026,11-Apr-2026,80.0,Unpaid
5-Oct-2024,4040.66,220,3820.66,-37.25,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,12-Apr-2026,18-Apr-2026,80.0,Unpaid
6-Oct-2024,4026.69,220,3806.69,-13.97,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,19-Apr-2026,25-Apr-2026,80.0,Unpaid
7-Oct-2024,3976.69,220,3756.69,-50.0,Card,Pre Pay Power,,Denis electricity apartment,Denis,,,,,,,,,,,26-Apr-2026,2-May-2026,80.0,Unpaid
7-Oct-2024,3972.83,220,3752.83,-3.86,Card,Lidl,Lidl,Food,Impulsive Food,,,,,,,,,,,3-May-2026,9-May-2026,80.0,Unpaid
8-Oct-2024,3965.68,220,3745.68,-7.15,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,10-May-2026,16-May-2026,80.0,Unpaid
8-Oct-2024,4015.68,270,3745.68,50.0,Cash,Denis,,Money back for pre pay power yesterday.,Denis,,,,,,,,,,,17-May-2026,23-May-2026,80.0,Unpaid
8-Oct-2024,4012.23,270,3742.23,-3.45,Card,Centra,Herlihy's Centra,Coke,Impulsive Food,,,,,,,,,,,24-May-2026,30-May-2026,80.0,Unpaid
8-Oct-2024,4001.57,270,3731.57,-10.66,Card,Lidl,Lidl,Sweets,Impulsive Food,,,,,,,,,,,31-May-2026,6-Jun-2026,80.0,Unpaid
9-Oct-2024,3989.53,270,3719.53,-12.04,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,7-Jun-2026,13-Jun-2026,80.0,Unpaid
10-Oct-2024,3986.78,270,3716.78,-2.75,Card,Tesco,Tesco Superstore,Pipeline punch,Impulsive Food,,,,,,,,,,,14-Jun-2026,20-Jun-2026,80.0,Unpaid
10-Oct-2024,3983.65,270,3713.65,-3.13,Card,Lidl,Lidl,Food,Impulsive Food,,,,,,,,,,,21-Jun-2026,27-Jun-2026,80.0,Unpaid
11-Oct-2024,4149.04,270,3879.04,165.39,Bank Transfer,Voodoo ,Voodoo Rooms,wages,Income,,,,,,,,,,,28-Jun-2026,4-Jul-2026,80.0,Unpaid
11-Oct-2024,4129.67,270,3859.67,-19.37,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,5-Jul-2026,11-Jul-2026,80.0,Unpaid
12-Oct-2024,4124.02,270,3854.02,-5.65,Card,Circle K,Circle K Polefield,"Monster, boost bar",Impulsive Food,,,,,,,,,,,12-Jul-2026,18-Jul-2026,80.0,Unpaid
12-Oct-2024,4027.2,270,3757.2,-96.82,Card,Spar,Aspel's Spar,Petrol,Petrol,,,,,,,,,,,19-Jul-2026,25-Jul-2026,80.0,Unpaid
13-Oct-2024,4011.38,270,3741.38,-15.82,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,26-Jul-2026,1-Aug-2026,80.0,Unpaid
14-Oct-2024,3986.38,270,3716.38,-25.0,Card,BarberHood,BARBERHOOD,Haircut,Personal,,,,,,,,,,,2-Aug-2026,8-Aug-2026,80.0,Unpaid
14-Oct-2024,3979.2,270,3709.2,-7.18,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,9-Aug-2026,15-Aug-2026,80.0,Unpaid
15-Oct-2024,3961.89,270,3691.89,-17.31,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,16-Aug-2026,,,Unpaid
15-Oct-2024,3956.3,270,3686.3,-5.59,Card,Mr Price,MrPRICE Cork City,4 pack monster,Impulsive Food,,,,,,,,,,,,,,Unpaid
15-Oct-2024,3911.27,270,3641.27,-45.03,Card,TopStep,,Futures 50k funded evaluation,Trading,,,,,,,,,,,,,,Unpaid
16-Oct-2024,3898.83,270,3628.83,-12.44,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,,,,Unpaid
17-Oct-2024,3896.83,270,3626.83,-2.0,Card,Euro Giant,"EuroGiant, Oliver Plunkett St., Cork.",Water,Impulsive Food,,,,,,,,,,,,,,Unpaid
17-Oct-2024,3878.83,270,3608.83,-18.0,Card,Barber,City barbers,Haircut,Personal,,,,,,,,,,,,,,Unpaid
18-Oct-2024,3863.72,270,3593.72,-15.11,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,,,,Unpaid
18-Oct-2024,4046.49,270,3776.49,182.77,Bank Transfer,Voodoo ,Voodoo Rooms,Wages,Income,,,,,,,,,,,,,,Unpaid
18-Oct-2024,4044.7,270,3774.7,-1.79,Card,Mr Price,MrPRICE Cork City,M&M sweets,Impulsive Food,,,,,,,,,,,,,,Unpaid
18-Oct-2024,4029.65,270,3759.65,-15.05,Card,Amazon,,Walkie Talkie Earpiece,Personal Development,,,,,,,,,,,,,,Unpaid
18-Oct-2024,4018.85,270,3748.85,-10.8,Card,Wok N Roll,Wok'n'Roll Grand Parade,Spice Bag,Impulsive Food,,,,,,,,,,,,,,
19-Oct-2024,4011.23,270,3741.23,-7.62,Card,Lidl,Lidl Kanturk,Food,Food Non-Personal,,,,,,,,,,,,,,
19-Oct-2024,4010.33,270,3740.33,-0.9,Bank Transfer,,,,BOI Fees,,,,,,,,,,,,,,
21-Oct-2024,3960.33,270,3690.33,-50.0,Card,Pre Pay Power,,Denis electricity apartment,Denis,,,,,,,,,,,,,,
21-Oct-2024,3943.61,270,3673.61,-16.72,Card,Lidl,Lidl,Food,Food,,,,,,,,,,,,,,
21-Oct-2024,4343.61,270,4073.61,400.0,Bank Transfer,Denis,,Money owed,Denis,,,,,,,,,,,,,,
